description,color,category,tokens_clean
"Ceket - astar detaylı Yeni sezonun favori parçalarından biri olan bu ceket, viskon kumaşı sayesinde nefes alabilir kumaş, düğmeli model, günlük kullanım için uygun ve rahat kalıp. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: nefes alabilir kumaş, düğmeli model, günlük kullanım için uygun, rahat kalıp",siyah,ceket,"['ceket', 'astar', 'detaylı', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'ceket', 'viskon', 'kumaşı', 'sayesinde', 'nefes', 'alabilir', 'kumaş', 'düğmeli', 'model', 'günlük', 'kullanım', 'uygun', 'rahat', 'kalıp', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'düğmeli', 'model', 'günlük', 'kullanım', 'uygun', 'rahat', 'kalıp']"
"Sweatshirt - oversize Yeni sezonun favori parçalarından biri olan bu sweatshirt, viskon kumaşı sayesinde düğmeli model, günlük kullanım için uygun ve nefes alabilir kumaş. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: düğmeli model, günlük kullanım için uygun, nefes alabilir kumaş",pembe,sweatshirt,"['sweatshirt', 'oversize', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'sweatshirt', 'viskon', 'kumaşı', 'sayesinde', 'düğmeli', 'model', 'günlük', 'kullanım', 'uygun', 'nefes', 'alabilir', 'kumaş', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'düğmeli', 'model', 'günlük', 'kullanım', 'uygun', 'nefes', 'alabilir', 'kumaş']"
"Çanta - kapitoneli Her gardıropta olması gereken bu çanta, polyester içeriğiyle rahat kalıp, nefes alabilir kumaş, çift cepli ve yumuşak doku. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: rahat kalıp, nefes alabilir kumaş, çift cepli, yumuşak doku",mavi,çanta,"['çanta', 'kapitoneli', 'gardıropta', 'olması', 'gereken', 'çanta', 'polyester', 'içeriğiyle', 'rahat', 'kalıp', 'nefes', 'alabilir', 'kumaş', 'çift', 'cepli', 'yumuşak', 'doku', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'nefes', 'alabilir', 'kumaş', 'çift', 'cepli', 'yumuşak', 'doku']"
"Gömlek - düğmeli viskon tercih edilerek üretilen bu gömlek, kolay ütülenir, rahat kalıp ve esnek yapı. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: kolay ütülenir, rahat kalıp, esnek yapı",siyah,gömlek,"['gömlek', 'düğmeli', 'viskon', 'tercih', 'edilerek', 'üretilen', 'gömlek', 'kolay', 'ütülenir', 'rahat', 'kalıp', 'esnek', 'yapı', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'rahat', 'kalıp', 'esnek', 'yapı']"
"Bluz - dantel detaylı likralı kumaş tercih edilerek üretilen bu bluz, kolay ütülenir, çift cepli ve rahat kalıp. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: kolay ütülenir, çift cepli, rahat kalıp",lacivert,bluz,"['bluz', 'dantel', 'detaylı', 'likralı', 'kumaş', 'tercih', 'edilerek', 'üretilen', 'bluz', 'kolay', 'ütülenir', 'çift', 'cepli', 'rahat', 'kalıp', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'çift', 'cepli', 'rahat', 'kalıp']"
"Sweatshirt - baskılı Yeni sezonun favori parçalarından biri olan bu sweatshirt, saten kumaşı sayesinde kolay ütülenir, nefes alabilir kumaş ve günlük kullanım için uygun. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: kolay ütülenir, nefes alabilir kumaş, günlük kullanım için uygun",lacivert,sweatshirt,"['sweatshirt', 'baskılı', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'sweatshirt', 'saten', 'kumaşı', 'sayesinde', 'kolay', 'ütülenir', 'nefes', 'alabilir', 'kumaş', 'günlük', 'kullanım', 'uygun', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'nefes', 'alabilir', 'kumaş', 'günlük', 'kullanım', 'uygun']"
"Gömlek - klasik yaka Gömlek modeli, %100 pamuk kumaştan üretilmiş olup esnek yapı ve rahat kalıp. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: esnek yapı, rahat kalıp",bej,gömlek,"['gömlek', 'klasik', 'yaka', 'gömlek', 'modeli', 'pamuk', 'kumaştan', 'üretilmiş', 'olup', 'esnek', 'yapı', 'rahat', 'kalıp', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'esnek', 'yapı', 'rahat', 'kalıp']"
"Sweatshirt - fermuarlı Sweatshirt modeli, polyester kumaştan üretilmiş olup çift cepli, nefes alabilir kumaş ve kolay ütülenir. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: çift cepli, nefes alabilir kumaş, kolay ütülenir",beyaz,sweatshirt,"['sweatshirt', 'fermuarlı', 'sweatshirt', 'modeli', 'polyester', 'kumaştan', 'üretilmiş', 'olup', 'çift', 'cepli', 'nefes', 'alabilir', 'kumaş', 'kolay', 'ütülenir', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'çift', 'cepli', 'nefes', 'alabilir', 'kumaş', 'kolay', 'ütülenir']"
"Bluz - omzu açık viskon tercih edilerek üretilen bu bluz, çift cepli, şık tasarım ve kolay ütülenir. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: çift cepli, şık tasarım, kolay ütülenir",yeşil,bluz,"['bluz', 'omzu', 'açık', 'viskon', 'tercih', 'edilerek', 'üretilen', 'bluz', 'çift', 'cepli', 'şık', 'tasarım', 'kolay', 'ütülenir', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'çift', 'cepli', 'şık', 'tasarım', 'kolay', 'ütülenir']"
"Hırka - uzun Bu özel tasarım hırka, saten yapısıyla esnek yapı ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, kolay ütülenir",beyaz,hırka,"['hırka', 'uzun', 'özel', 'tasarım', 'hırka', 'saten', 'yapısıyla', 'esnek', 'yapı', 'kolay', 'ütülenir', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'esnek', 'yapı', 'kolay', 'ütülenir']"
"Ceket - düğmeli polyester tercih edilerek üretilen bu ceket, kolay ütülenir, şık tasarım, çift cepli ve rahat kalıp. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: kolay ütülenir, şık tasarım, çift cepli, rahat kalıp",mavi,ceket,"['ceket', 'düğmeli', 'polyester', 'tercih', 'edilerek', 'üretilen', 'ceket', 'kolay', 'ütülenir', 'şık', 'tasarım', 'çift', 'cepli', 'rahat', 'kalıp', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'şık', 'tasarım', 'çift', 'cepli', 'rahat', 'kalıp']"
"Çanta - kapitoneli Çanta modeli, polyester kumaştan üretilmiş olup nefes alabilir kumaş, çift cepli, rahat kalıp ve kolay ütülenir. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: nefes alabilir kumaş, çift cepli, rahat kalıp, kolay ütülenir",yeşil,çanta,"['çanta', 'kapitoneli', 'çanta', 'modeli', 'polyester', 'kumaştan', 'üretilmiş', 'olup', 'nefes', 'alabilir', 'kumaş', 'çift', 'cepli', 'rahat', 'kalıp', 'kolay', 'ütülenir', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'çift', 'cepli', 'rahat', 'kalıp', 'kolay', 'ütülenir']"
"Sweatshirt - fermuarlı Yeni sezonun favori parçalarından biri olan bu sweatshirt, saten kumaşı sayesinde düğmeli model, yumuşak doku, günlük kullanım için uygun ve kolay ütülenir. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: düğmeli model, yumuşak doku, günlük kullanım için uygun, kolay ütülenir",beyaz,sweatshirt,"['sweatshirt', 'fermuarlı', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'sweatshirt', 'saten', 'kumaşı', 'sayesinde', 'düğmeli', 'model', 'yumuşak', 'doku', 'günlük', 'kullanım', 'uygun', 'kolay', 'ütülenir', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'düğmeli', 'model', 'yumuşak', 'doku', 'günlük', 'kullanım', 'uygun', 'kolay', 'ütülenir']"
"Gömlek - düğmeli Bu özel tasarım gömlek, örme kumaş yapısıyla kolay ütülenir, şık tasarım ve esnek yapı. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: kolay ütülenir, şık tasarım, esnek yapı",pembe,gömlek,"['gömlek', 'düğmeli', 'özel', 'tasarım', 'gömlek', 'örme', 'kumaş', 'yapısıyla', 'kolay', 'ütülenir', 'şık', 'tasarım', 'esnek', 'yapı', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'şık', 'tasarım', 'esnek', 'yapı']"
"Hırka - düğmeli Yeni sezonun favori parçalarından biri olan bu hırka, saten kumaşı sayesinde günlük kullanım için uygun ve esnek yapı. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: günlük kullanım için uygun, esnek yapı",yeşil,hırka,"['hırka', 'düğmeli', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'hırka', 'saten', 'kumaşı', 'sayesinde', 'günlük', 'kullanım', 'uygun', 'esnek', 'yapı', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'esnek', 'yapı']"
"Bluz - dantel detaylı Yeni sezonun favori parçalarından biri olan bu bluz, saten kumaşı sayesinde şık tasarım, nefes alabilir kumaş, yumuşak doku ve çift cepli. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: şık tasarım, nefes alabilir kumaş, yumuşak doku, çift cepli",mor,bluz,"['bluz', 'dantel', 'detaylı', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'bluz', 'saten', 'kumaşı', 'sayesinde', 'şık', 'tasarım', 'nefes', 'alabilir', 'kumaş', 'yumuşak', 'doku', 'çift', 'cepli', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'nefes', 'alabilir', 'kumaş', 'yumuşak', 'doku', 'çift', 'cepli']"
"Bluz - volanlı Yeni sezonun favori parçalarından biri olan bu bluz, örme kumaş kumaşı sayesinde rahat kalıp, çift cepli ve esnek yapı. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: rahat kalıp, çift cepli, esnek yapı",lacivert,bluz,"['bluz', 'volanlı', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'bluz', 'örme', 'kumaş', 'kumaşı', 'sayesinde', 'rahat', 'kalıp', 'çift', 'cepli', 'esnek', 'yapı', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'çift', 'cepli', 'esnek', 'yapı']"
"T-shirt - oversize Bu özel tasarım t-shirt, kot kumaş yapısıyla nefes alabilir kumaş, günlük kullanım için uygun ve rahat kalıp. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: nefes alabilir kumaş, günlük kullanım için uygun, rahat kalıp",lacivert,t-shirt,"['tshirt', 'oversize', 'özel', 'tasarım', 'tshirt', 'kot', 'kumaş', 'yapısıyla', 'nefes', 'alabilir', 'kumaş', 'günlük', 'kullanım', 'uygun', 'rahat', 'kalıp', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'günlük', 'kullanım', 'uygun', 'rahat', 'kalıp']"
"Pantolon - yüksek bel saten tercih edilerek üretilen bu pantolon, yumuşak doku ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: yumuşak doku, kolay ütülenir",lacivert,pantolon,"['pantolon', 'yüksek', 'bel', 'saten', 'tercih', 'edilerek', 'üretilen', 'pantolon', 'yumuşak', 'doku', 'kolay', 'ütülenir', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'kolay', 'ütülenir']"
"Çanta - kapitoneli Çanta modeli, likralı kumaş kumaştan üretilmiş olup esnek yapı, kolay ütülenir ve yumuşak doku. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, kolay ütülenir, yumuşak doku",siyah,çanta,"['çanta', 'kapitoneli', 'çanta', 'modeli', 'likralı', 'kumaş', 'kumaştan', 'üretilmiş', 'olup', 'esnek', 'yapı', 'kolay', 'ütülenir', 'yumuşak', 'doku', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'esnek', 'yapı', 'kolay', 'ütülenir', 'yumuşak', 'doku']"
"Pantolon - dar paça Pantolon modeli, viskon kumaştan üretilmiş olup yumuşak doku ve kolay ütülenir. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: yumuşak doku, kolay ütülenir",lacivert,pantolon,"['pantolon', 'dar', 'paça', 'pantolon', 'modeli', 'viskon', 'kumaştan', 'üretilmiş', 'olup', 'yumuşak', 'doku', 'kolay', 'ütülenir', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'kolay', 'ütülenir']"
"Sweatshirt - baskılı Bu özel tasarım sweatshirt, deri görünümlü yapısıyla kolay ütülenir ve yumuşak doku. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: kolay ütülenir, yumuşak doku",pembe,sweatshirt,"['sweatshirt', 'baskılı', 'özel', 'tasarım', 'sweatshirt', 'deri', 'görünümlü', 'yapısıyla', 'kolay', 'ütülenir', 'yumuşak', 'doku', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'yumuşak', 'doku']"
"Ceket - astar detaylı Her gardıropta olması gereken bu ceket, deri görünümlü içeriğiyle düğmeli model ve şık tasarım. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: düğmeli model, şık tasarım",mavi,ceket,"['ceket', 'astar', 'detaylı', 'gardıropta', 'olması', 'gereken', 'ceket', 'deri', 'görünümlü', 'içeriğiyle', 'düğmeli', 'model', 'şık', 'tasarım', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'düğmeli', 'model', 'şık', 'tasarım']"
"Etek - kalem Yeni sezonun favori parçalarından biri olan bu etek, deri görünümlü kumaşı sayesinde esnek yapı, çift cepli ve düğmeli model. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, çift cepli, düğmeli model",mor,etek,"['etek', 'kalem', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'etek', 'deri', 'görünümlü', 'kumaşı', 'sayesinde', 'esnek', 'yapı', 'çift', 'cepli', 'düğmeli', 'model', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'esnek', 'yapı', 'çift', 'cepli', 'düğmeli', 'model']"
"Etek - kalem Bu özel tasarım etek, örme kumaş yapısıyla esnek yapı, rahat kalıp, yumuşak doku ve kolay ütülenir. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: esnek yapı, rahat kalıp, yumuşak doku, kolay ütülenir",mor,etek,"['etek', 'kalem', 'özel', 'tasarım', 'etek', 'örme', 'kumaş', 'yapısıyla', 'esnek', 'yapı', 'rahat', 'kalıp', 'yumuşak', 'doku', 'kolay', 'ütülenir', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'esnek', 'yapı', 'rahat', 'kalıp', 'yumuşak', 'doku', 'kolay', 'ütülenir']"
"Hırka - örgü Her gardıropta olması gereken bu hırka, viskon içeriğiyle düğmeli model ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: düğmeli model, nefes alabilir kumaş",beyaz,hırka,"['hırka', 'örgü', 'gardıropta', 'olması', 'gereken', 'hırka', 'viskon', 'içeriğiyle', 'düğmeli', 'model', 'nefes', 'alabilir', 'kumaş', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'düğmeli', 'model', 'nefes', 'alabilir', 'kumaş']"
"Gömlek - düğmeli Gömlek modeli, örme kumaş kumaştan üretilmiş olup düğmeli model, yumuşak doku ve şık tasarım. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: düğmeli model, yumuşak doku, şık tasarım",bej,gömlek,"['gömlek', 'düğmeli', 'gömlek', 'modeli', 'örme', 'kumaş', 'kumaştan', 'üretilmiş', 'olup', 'düğmeli', 'model', 'yumuşak', 'doku', 'şık', 'tasarım', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'düğmeli', 'model', 'yumuşak', 'doku', 'şık', 'tasarım']"
"Çanta - el çantası Yeni sezonun favori parçalarından biri olan bu çanta, saten kumaşı sayesinde günlük kullanım için uygun, kolay ütülenir ve rahat kalıp. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: günlük kullanım için uygun, kolay ütülenir, rahat kalıp",beyaz,çanta,"['çanta', 'el', 'çantası', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'çanta', 'saten', 'kumaşı', 'sayesinde', 'günlük', 'kullanım', 'uygun', 'kolay', 'ütülenir', 'rahat', 'kalıp', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'kolay', 'ütülenir', 'rahat', 'kalıp']"
"Hırka - örgü %100 pamuk tercih edilerek üretilen bu hırka, çift cepli, şık tasarım, rahat kalıp ve esnek yapı. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: çift cepli, şık tasarım, rahat kalıp, esnek yapı",beyaz,hırka,"['hırka', 'örgü', 'pamuk', 'tercih', 'edilerek', 'üretilen', 'hırka', 'çift', 'cepli', 'şık', 'tasarım', 'rahat', 'kalıp', 'esnek', 'yapı', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'çift', 'cepli', 'şık', 'tasarım', 'rahat', 'kalıp', 'esnek', 'yapı']"
"Çanta - el çantası saten tercih edilerek üretilen bu çanta, nefes alabilir kumaş, şık tasarım, yumuşak doku ve düğmeli model. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: nefes alabilir kumaş, şık tasarım, yumuşak doku, düğmeli model",lacivert,çanta,"['çanta', 'el', 'çantası', 'saten', 'tercih', 'edilerek', 'üretilen', 'çanta', 'nefes', 'alabilir', 'kumaş', 'şık', 'tasarım', 'yumuşak', 'doku', 'düğmeli', 'model', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'şık', 'tasarım', 'yumuşak', 'doku', 'düğmeli', 'model']"
"Ceket - düğmeli Bu özel tasarım ceket, viskon yapısıyla düğmeli model, esnek yapı, nefes alabilir kumaş ve rahat kalıp. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: düğmeli model, esnek yapı, nefes alabilir kumaş, rahat kalıp",mavi,ceket,"['ceket', 'düğmeli', 'özel', 'tasarım', 'ceket', 'viskon', 'yapısıyla', 'düğmeli', 'model', 'esnek', 'yapı', 'nefes', 'alabilir', 'kumaş', 'rahat', 'kalıp', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'düğmeli', 'model', 'esnek', 'yapı', 'nefes', 'alabilir', 'kumaş', 'rahat', 'kalıp']"
"Gömlek - düğmeli Gömlek modeli, deri görünümlü kumaştan üretilmiş olup çift cepli ve günlük kullanım için uygun. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: çift cepli, günlük kullanım için uygun",beyaz,gömlek,"['gömlek', 'düğmeli', 'gömlek', 'modeli', 'deri', 'görünümlü', 'kumaştan', 'üretilmiş', 'olup', 'çift', 'cepli', 'günlük', 'kullanım', 'uygun', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'çift', 'cepli', 'günlük', 'kullanım', 'uygun']"
"Bluz - volanlı Bluz modeli, likralı kumaş kumaştan üretilmiş olup kolay ütülenir, günlük kullanım için uygun ve yumuşak doku. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: kolay ütülenir, günlük kullanım için uygun, yumuşak doku",siyah,bluz,"['bluz', 'volanlı', 'bluz', 'modeli', 'likralı', 'kumaş', 'kumaştan', 'üretilmiş', 'olup', 'kolay', 'ütülenir', 'günlük', 'kullanım', 'uygun', 'yumuşak', 'doku', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'günlük', 'kullanım', 'uygun', 'yumuşak', 'doku']"
