description,color,category
"Gömlek - klasik yaka Her gardıropta olması gereken bu gömlek, %100 pamuk içeriğiyle esnek yapı ve çift cepli. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: esnek yapı, çift cepli",yeşil,gömlek
"Ceket - düğmeli %100 pamuk tercih edilerek üretilen bu ceket, kolay ütülenir ve şık tasarım. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: kolay ütülenir, şık tasarım",mor,ceket
"Bluz - dantel detaylı Her gardıropta olması gereken bu bluz, polyester içeriğiyle esnek yapı, çift cepli ve yumuşak doku. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: esnek yapı, çift cepli, yumuşak doku",lacivert,bluz
"T-shirt - baskılı örme kumaş tercih edilerek üretilen bu t-shirt, düğmeli model, esnek yapı, yumuşak doku ve rahat kalıp. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: düğmeli model, esnek yapı, yumuşak doku, rahat kalıp",lacivert,t-shirt
"Elbise - dantel detaylı Bu özel tasarım elbise, polyester yapısıyla kolay ütülenir, nefes alabilir kumaş ve şık tasarım. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: kolay ütülenir, nefes alabilir kumaş, şık tasarım",lacivert,elbise
"Sweatshirt - fermuarlı viskon tercih edilerek üretilen bu sweatshirt, çift cepli ve günlük kullanım için uygun. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: çift cepli, günlük kullanım için uygun",bej,sweatshirt
"T-shirt - baskılı Yeni sezonun favori parçalarından biri olan bu t-shirt, deri görünümlü kumaşı sayesinde nefes alabilir kumaş, esnek yapı, rahat kalıp ve yumuşak doku. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: nefes alabilir kumaş, esnek yapı, rahat kalıp, yumuşak doku",yeşil,t-shirt
"Sweatshirt - fermuarlı Sweatshirt modeli, polyester kumaştan üretilmiş olup günlük kullanım için uygun, şık tasarım, esnek yapı ve rahat kalıp. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: günlük kullanım için uygun, şık tasarım, esnek yapı, rahat kalıp",kırmızı,sweatshirt
"Çanta - omuz çantası Bu özel tasarım çanta, viskon yapısıyla düğmeli model ve günlük kullanım için uygun. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: düğmeli model, günlük kullanım için uygun",pembe,çanta
"Sweatshirt - oversize Her gardıropta olması gereken bu sweatshirt, viskon içeriğiyle rahat kalıp, esnek yapı ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: rahat kalıp, esnek yapı, nefes alabilir kumaş",mor,sweatshirt
"Pantolon - rahat kesim saten tercih edilerek üretilen bu pantolon, rahat kalıp, yumuşak doku ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: rahat kalıp, yumuşak doku, çift cepli",mor,pantolon
"T-shirt - basic örme kumaş tercih edilerek üretilen bu t-shirt, düğmeli model, nefes alabilir kumaş, çift cepli ve yumuşak doku. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: düğmeli model, nefes alabilir kumaş, çift cepli, yumuşak doku",pembe,t-shirt
"Gömlek - slim fit Her gardıropta olması gereken bu gömlek, saten içeriğiyle çift cepli, şık tasarım, kolay ütülenir ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: çift cepli, şık tasarım, kolay ütülenir, nefes alabilir kumaş",beyaz,gömlek
"Gömlek - klasik yaka Bu özel tasarım gömlek, %100 pamuk yapısıyla yumuşak doku ve düğmeli model. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: yumuşak doku, düğmeli model",gri,gömlek
"Etek - mini Bu özel tasarım etek, saten yapısıyla yumuşak doku, düğmeli model, rahat kalıp ve şık tasarım. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: yumuşak doku, düğmeli model, rahat kalıp, şık tasarım",bej,etek
"Hırka - cepli Yeni sezonun favori parçalarından biri olan bu hırka, likralı kumaş kumaşı sayesinde düğmeli model, çift cepli ve kolay ütülenir. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: düğmeli model, çift cepli, kolay ütülenir",siyah,hırka
"Ceket - kruvaze Ceket modeli, deri görünümlü kumaştan üretilmiş olup günlük kullanım için uygun, rahat kalıp ve esnek yapı. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: günlük kullanım için uygun, rahat kalıp, esnek yapı",yeşil,ceket
"Çanta - omuz çantası Yeni sezonun favori parçalarından biri olan bu çanta, %100 pamuk kumaşı sayesinde günlük kullanım için uygun, çift cepli, şık tasarım ve nefes alabilir kumaş. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, çift cepli, şık tasarım, nefes alabilir kumaş",beyaz,çanta
"Gömlek - slim fit Yeni sezonun favori parçalarından biri olan bu gömlek, viskon kumaşı sayesinde günlük kullanım için uygun, rahat kalıp, esnek yapı ve çift cepli. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: günlük kullanım için uygun, rahat kalıp, esnek yapı, çift cepli",yeşil,gömlek
"Bluz - omzu açık Her gardıropta olması gereken bu bluz, %100 pamuk içeriğiyle esnek yapı, rahat kalıp ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, rahat kalıp, kolay ütülenir",bej,bluz
"Hırka - uzun Bu özel tasarım hırka, örme kumaş yapısıyla yumuşak doku ve kolay ütülenir. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: yumuşak doku, kolay ütülenir",siyah,hırka
"Çanta - el çantası Bu özel tasarım çanta, saten yapısıyla günlük kullanım için uygun, şık tasarım ve esnek yapı. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: günlük kullanım için uygun, şık tasarım, esnek yapı",pembe,çanta
"Etek - asimetri kesim Yeni sezonun favori parçalarından biri olan bu etek, likralı kumaş kumaşı sayesinde rahat kalıp ve düğmeli model. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: rahat kalıp, düğmeli model",lacivert,etek
"Sweatshirt - oversize viskon tercih edilerek üretilen bu sweatshirt, esnek yapı, çift cepli ve kolay ütülenir. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: esnek yapı, çift cepli, kolay ütülenir",yeşil,sweatshirt
"Etek - kalem örme kumaş tercih edilerek üretilen bu etek, esnek yapı ve günlük kullanım için uygun. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: esnek yapı, günlük kullanım için uygun",pembe,etek
"Pantolon - yüksek bel Bu özel tasarım pantolon, kot kumaş yapısıyla rahat kalıp ve şık tasarım. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: rahat kalıp, şık tasarım",siyah,pantolon
"Bluz - dantel detaylı Her gardıropta olması gereken bu bluz, kot kumaş içeriğiyle günlük kullanım için uygun, esnek yapı, düğmeli model ve yumuşak doku. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: günlük kullanım için uygun, esnek yapı, düğmeli model, yumuşak doku",bej,bluz
"T-shirt - bisiklet yaka Yeni sezonun favori parçalarından biri olan bu t-shirt, saten kumaşı sayesinde nefes alabilir kumaş, çift cepli ve düğmeli model. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: nefes alabilir kumaş, çift cepli, düğmeli model",beyaz,t-shirt
"Bluz - dantel detaylı Bu özel tasarım bluz, deri görünümlü yapısıyla şık tasarım, kolay ütülenir, düğmeli model ve çift cepli. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: şık tasarım, kolay ütülenir, düğmeli model, çift cepli",lacivert,bluz
"Hırka - düğmeli Yeni sezonun favori parçalarından biri olan bu hırka, viskon kumaşı sayesinde esnek yapı, düğmeli model ve nefes alabilir kumaş. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: esnek yapı, düğmeli model, nefes alabilir kumaş",mavi,hırka
"Gömlek - slim fit Gömlek modeli, likralı kumaş kumaştan üretilmiş olup rahat kalıp, yumuşak doku, günlük kullanım için uygun ve esnek yapı. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: rahat kalıp, yumuşak doku, günlük kullanım için uygun, esnek yapı",yeşil,gömlek
"Etek - pileli Etek modeli, viskon kumaştan üretilmiş olup yumuşak doku ve rahat kalıp. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: yumuşak doku, rahat kalıp",yeşil,etek
"Ceket - kruvaze Yeni sezonun favori parçalarından biri olan bu ceket, örme kumaş kumaşı sayesinde günlük kullanım için uygun ve rahat kalıp. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: günlük kullanım için uygun, rahat kalıp",siyah,ceket
"Pantolon - yüksek bel Pantolon modeli, %100 pamuk kumaştan üretilmiş olup kolay ütülenir ve şık tasarım. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: kolay ütülenir, şık tasarım",pembe,pantolon
"Sweatshirt - fermuarlı Her gardıropta olması gereken bu sweatshirt, saten içeriğiyle şık tasarım, kolay ütülenir ve düğmeli model. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: şık tasarım, kolay ütülenir, düğmeli model",siyah,sweatshirt
"Sweatshirt - fermuarlı Her gardıropta olması gereken bu sweatshirt, kot kumaş içeriğiyle günlük kullanım için uygun, esnek yapı, kolay ütülenir ve yumuşak doku. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, esnek yapı, kolay ütülenir, yumuşak doku",siyah,sweatshirt
"Gömlek - uzun kollu Bu özel tasarım gömlek, deri görünümlü yapısıyla esnek yapı, yumuşak doku ve kolay ütülenir. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: esnek yapı, yumuşak doku, kolay ütülenir",beyaz,gömlek
"Çanta - kapitoneli Yeni sezonun favori parçalarından biri olan bu çanta, %100 pamuk kumaşı sayesinde esnek yapı, nefes alabilir kumaş ve günlük kullanım için uygun. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: esnek yapı, nefes alabilir kumaş, günlük kullanım için uygun",siyah,çanta
"Bluz - omzu açık Bu özel tasarım bluz, deri görünümlü yapısıyla çift cepli, esnek yapı, yumuşak doku ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: çift cepli, esnek yapı, yumuşak doku, nefes alabilir kumaş",gri,bluz
"Bluz - dantel detaylı Her gardıropta olması gereken bu bluz, kot kumaş içeriğiyle yumuşak doku ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: yumuşak doku, kolay ütülenir",mor,bluz
"Hırka - örgü Hırka modeli, örme kumaş kumaştan üretilmiş olup günlük kullanım için uygun ve yumuşak doku. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: günlük kullanım için uygun, yumuşak doku",kırmızı,hırka
"T-shirt - baskılı Her gardıropta olması gereken bu t-shirt, deri görünümlü içeriğiyle nefes alabilir kumaş, rahat kalıp ve düğmeli model. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: nefes alabilir kumaş, rahat kalıp, düğmeli model",beyaz,t-shirt
"Ceket - düğmeli örme kumaş tercih edilerek üretilen bu ceket, esnek yapı, nefes alabilir kumaş ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: esnek yapı, nefes alabilir kumaş, çift cepli",lacivert,ceket
"Çanta - sırt çantası viskon tercih edilerek üretilen bu çanta, düğmeli model, nefes alabilir kumaş ve çift cepli. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: düğmeli model, nefes alabilir kumaş, çift cepli",kırmızı,çanta
"T-shirt - basic Bu özel tasarım t-shirt, kot kumaş yapısıyla esnek yapı ve nefes alabilir kumaş. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: esnek yapı, nefes alabilir kumaş",lacivert,t-shirt
"T-shirt - baskılı Bu özel tasarım t-shirt, deri görünümlü yapısıyla kolay ütülenir, şık tasarım, çift cepli ve yumuşak doku. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: kolay ütülenir, şık tasarım, çift cepli, yumuşak doku",kırmızı,t-shirt
"Çanta - kapitoneli Yeni sezonun favori parçalarından biri olan bu çanta, likralı kumaş kumaşı sayesinde yumuşak doku ve nefes alabilir kumaş. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: yumuşak doku, nefes alabilir kumaş",kırmızı,çanta
"Pantolon - rahat kesim polyester tercih edilerek üretilen bu pantolon, günlük kullanım için uygun, yumuşak doku, nefes alabilir kumaş ve kolay ütülenir. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: günlük kullanım için uygun, yumuşak doku, nefes alabilir kumaş, kolay ütülenir",kırmızı,pantolon
"Bluz - omzu açık Bluz modeli, örme kumaş kumaştan üretilmiş olup esnek yapı, nefes alabilir kumaş ve kolay ütülenir. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: esnek yapı, nefes alabilir kumaş, kolay ütülenir",yeşil,bluz
"T-shirt - basic T-shirt modeli, kot kumaş kumaştan üretilmiş olup esnek yapı ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: esnek yapı, nefes alabilir kumaş",bej,t-shirt
"Elbise - v yaka Elbise modeli, %100 pamuk kumaştan üretilmiş olup esnek yapı ve günlük kullanım için uygun. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: esnek yapı, günlük kullanım için uygun",siyah,elbise
"Elbise - uzun Yeni sezonun favori parçalarından biri olan bu elbise, viskon kumaşı sayesinde esnek yapı, düğmeli model, nefes alabilir kumaş ve şık tasarım. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, düğmeli model, nefes alabilir kumaş, şık tasarım",beyaz,elbise
"Bluz - dantel detaylı Bu özel tasarım bluz, saten yapısıyla yumuşak doku, nefes alabilir kumaş, esnek yapı ve rahat kalıp. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: yumuşak doku, nefes alabilir kumaş, esnek yapı, rahat kalıp",siyah,bluz
"Hırka - uzun Her gardıropta olması gereken bu hırka, likralı kumaş içeriğiyle günlük kullanım için uygun, yumuşak doku, düğmeli model ve çift cepli. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: günlük kullanım için uygun, yumuşak doku, düğmeli model, çift cepli",siyah,hırka
"Gömlek - klasik yaka Her gardıropta olması gereken bu gömlek, viskon içeriğiyle şık tasarım ve çift cepli. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: şık tasarım, çift cepli",mor,gömlek
"Gömlek - slim fit polyester tercih edilerek üretilen bu gömlek, düğmeli model, çift cepli, günlük kullanım için uygun ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: düğmeli model, çift cepli, günlük kullanım için uygun, kolay ütülenir",yeşil,gömlek
"Sweatshirt - oversize Sweatshirt modeli, deri görünümlü kumaştan üretilmiş olup yumuşak doku ve düğmeli model. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: yumuşak doku, düğmeli model",mor,sweatshirt
"Gömlek - klasik yaka likralı kumaş tercih edilerek üretilen bu gömlek, düğmeli model, esnek yapı, kolay ütülenir ve yumuşak doku. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: düğmeli model, esnek yapı, kolay ütülenir, yumuşak doku",siyah,gömlek
"Bluz - dantel detaylı saten tercih edilerek üretilen bu bluz, rahat kalıp, esnek yapı, şık tasarım ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: rahat kalıp, esnek yapı, şık tasarım, çift cepli",bej,bluz
"Pantolon - rahat kesim Bu özel tasarım pantolon, saten yapısıyla nefes alabilir kumaş ve çift cepli. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: nefes alabilir kumaş, çift cepli",pembe,pantolon
"Çanta - kapitoneli Çanta modeli, kot kumaş kumaştan üretilmiş olup nefes alabilir kumaş, şık tasarım ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: nefes alabilir kumaş, şık tasarım, kolay ütülenir",gri,çanta
